M_chirp_true,M_ratio_true,M_chirp_pred,M_ratio_pred,sigma_M_chirp_pred,sigma_M_ratio_pred
1.3456051,0.86723024,1.5048821,0.79544014,0.5168861,0.14810611
1.1958921,0.65457016,1.3793337,0.7753446,0.32856143,0.14848809
1.2805638,0.5301076,1.4134665,0.7961472,0.35983762,0.1294491
1.435857,0.60242224,1.5638437,0.73904026,0.10557206,0.13984966
1.6544489,0.9307106,1.0285175,0.825978,0.1069497,0.108961284
1.468904,0.74361306,1.6428163,0.8289575,0.45484853,0.1201451
1.306396,0.57028025,1.2576153,0.79521185,0.32679272,0.14491954
1.894729,0.80574673,1.3904076,0.7057744,0.19338942,0.16085093
1.3527867,0.4829342,1.1716273,0.7780602,0.18716516,0.13312227
1.5596342,0.73574275,1.5605106,0.8468209,0.62892765,0.12136307
1.3056614,0.7365185,1.6395767,0.7693411,0.29466763,0.13868469
1.7562464,0.897839,1.2648566,0.7519469,0.26578617,0.15186393
1.336056,0.7180384,1.0611379,0.8425687,0.19894311,0.11137885
1.6936891,0.99412906,1.2609124,0.82545954,0.3522803,0.13047229
1.9576725,0.86029947,1.1154925,0.78171885,0.101940885,0.12440307
1.7089561,0.8500208,1.2442024,0.7868972,0.26050833,0.139257
2.007258,0.891571,1.3970661,0.7870539,0.43368748,0.14621758
1.5548415,0.56210977,1.3227618,0.79233015,0.43628553,0.15085958
1.4837132,0.9338626,1.2048192,0.7658262,0.22386055,0.14147978
1.6557069,0.8007435,1.2017035,0.7259418,0.081135556,0.14751293
1.4537182,0.5700952,1.35619,0.7549052,0.25608435,0.15856929
1.953926,0.89724994,1.3986192,0.711442,0.22773592,0.16733687
1.3444159,0.4551376,1.2586467,0.76716304,0.2035736,0.13702598
0.9747383,0.8620591,1.2877359,0.7276984,0.17709374,0.15508343
1.9744298,0.9454127,1.4108984,0.88760793,0.5293922,0.1030847
1.4838972,0.57690847,1.4180968,0.7752657,0.26195183,0.14275476
1.1915995,0.7579813,1.4728262,0.84219295,0.3987307,0.112432964
1.5494823,0.9256453,1.7136848,0.85381407,0.33300743,0.10544688
1.5336665,0.61693966,1.3196967,0.79671806,0.32844478,0.13364577
1.6203094,0.60640466,1.3144989,0.7673441,0.40976197,0.14728712
1.7957093,0.95584863,1.2221339,0.76024854,0.26869988,0.14756034
1.3730861,0.5123891,1.1236861,0.8063597,0.21523869,0.124914505
1.4527966,0.8745019,1.3169668,0.7322007,0.3009097,0.1644328
1.3603126,0.94376516,1.1855156,0.7774104,0.2909107,0.14264365
1.4225419,0.6598481,1.2830491,0.689203,0.060056113,0.16222401
1.3933173,0.4985344,1.4800417,0.82382566,0.5282803,0.13295834
1.5628419,0.85877466,1.8379769,0.85274667,0.34600466,0.1049286
1.2700454,0.47282028,1.5163736,0.7844144,0.3630337,0.14844695
1.2105743,0.53489846,1.3497422,0.77841455,0.33025265,0.1534165
1.4188817,0.7837022,1.459799,0.749253,0.2790903,0.14943874
1.6153194,0.8968098,1.174862,0.76225746,0.16714984,0.14055318
1.3761388,0.74361366,1.6908205,0.9226149,0.7549691,0.08448533
1.476509,0.58159345,1.4592748,0.7494528,0.30988076,0.15665577
1.7066144,0.9837294,1.1282399,0.81341076,0.18026766,0.122483954
1.1005408,0.8216311,1.3884044,0.7301462,0.20116203,0.15659787
2.0058267,0.95814997,1.3495328,0.79159987,0.48619643,0.1529516
1.3461522,0.81163114,1.2074573,0.8523727,0.46443534,0.11961244
1.8956436,0.9490032,1.092232,0.7871642,0.10782924,0.11914916
1.5592748,0.6294958,1.3073435,0.76570797,0.340618,0.14220232
2.0115204,0.9084298,1.1413162,0.79335994,0.16792035,0.12697892
1.4724566,0.56964403,1.2503779,0.7545979,0.38220587,0.15694317
1.3577753,0.7134076,1.4422688,0.7336506,0.29187134,0.1555942
1.7570637,0.9912036,1.4497359,0.78345037,0.5417374,0.1517239
1.8884326,0.7842233,1.2808416,0.772229,0.33384898,0.15229227
1.1270025,0.9045902,1.1619699,0.8259087,0.38195068,0.12763372
1.5321099,0.62451935,1.291467,0.75887316,0.24231629,0.15126151
0.95715916,0.8977273,1.5575924,0.7844584,0.3707076,0.14185025
1.4074994,0.70160896,1.2079165,0.76493126,0.24452227,0.14376116
1.4141444,0.68951315,1.5914602,0.7858447,0.4285264,0.15031326
1.4007543,0.5751924,1.4996881,0.80542916,0.4342757,0.12972926
1.1676548,0.89068896,1.2858186,0.7438044,0.23688526,0.15148169
1.6041656,0.69662994,1.4513047,0.7326431,0.2160882,0.15880427
1.5002116,0.60370266,1.3660293,0.7532672,0.24836518,0.14469568
1.9022387,0.8938519,1.4127662,0.7711709,0.32541865,0.147523
1.7220489,0.65373623,1.4839809,0.69794625,0.051850136,0.15796071
1.2190843,0.6333747,1.4742148,0.79232424,0.40530047,0.1484751
1.3819014,0.8448294,1.3599749,0.77077967,0.3551275,0.1432254
1.8717257,0.7942312,1.1950309,0.78380775,0.2896572,0.13636519
1.4546156,0.63569087,1.3771741,0.79029375,0.3247214,0.14422601
1.0097256,0.76482254,1.4442308,0.79070914,0.42536914,0.14737573
1.3979491,0.50372016,1.3506949,0.6814846,0.099276856,0.17174755
1.3905797,0.96080387,1.2341208,0.83959275,0.5561096,0.13709764
1.7407559,0.8444278,1.3545773,0.76461166,0.39669776,0.14828295
1.682442,0.7103468,1.4993982,0.7051536,0.15411274,0.16089907
1.5891086,0.7654521,1.255403,0.7252967,0.13820508,0.15457813
1.3320807,0.6172776,1.3142798,0.7575769,0.33012158,0.15733193
0.9881023,0.9218847,1.1773179,0.7858499,0.23059008,0.13244797
1.2562335,0.5163282,1.245327,0.7792751,0.35104486,0.14639527
1.575983,0.68845224,1.5097723,0.71876836,0.077392794,0.15657513
1.6895635,0.75613576,1.6760118,0.8004411,0.17318168,0.12090975
1.058569,0.9954643,1.2882953,0.80735964,0.53537434,0.13722523
1.8872555,0.8034116,1.6968243,0.8352513,0.3974128,0.1265752
1.2670834,0.57309234,1.5427678,0.7621063,0.30246422,0.14261238
1.1677954,0.6841176,1.3750517,0.77292097,0.32379773,0.15646522
1.5873748,0.9349445,1.5690398,0.7783196,0.28312194,0.14182061
1.3779655,0.45103624,1.3238506,0.7692416,0.33358353,0.14523713
1.8280591,0.7480739,1.1355033,0.84274894,0.41227978,0.12393327
1.5537585,0.76216555,1.4164293,0.7181733,0.19316603,0.16248049
1.5544509,0.8093094,1.2703233,0.77358687,0.37623993,0.14782111
1.2080741,0.5819508,1.47439,0.78442883,0.44087544,0.14498214
1.6609023,0.95992726,1.4295092,0.7598802,0.41554403,0.1528211
1.9356521,0.8895816,1.4991798,0.77498984,0.30915457,0.13370109
1.7290481,0.6700918,1.516356,0.8637741,0.72605854,0.12855928
1.3015339,0.4839985,1.5731606,0.78668416,0.36099768,0.14019898
1.2519586,0.5048133,1.2861135,0.7211681,0.1626808,0.15661561
1.7153951,0.656219,1.244556,0.70792246,0.10247551,0.16484699
1.6903206,0.62092865,1.3649955,0.75298345,0.18232849,0.1478607
1.7394542,0.6693361,1.2272637,0.7652352,0.2752088,0.14697795
0.9371771,0.86522156,1.4133604,0.76529,0.34598404,0.15175413
1.4049911,0.86124694,1.481226,0.77930737,0.26273933,0.14097768
1.2412049,0.7758844,1.4249055,0.7901843,0.41068417,0.14280528
1.9312882,0.8198843,1.236562,0.7770302,0.25299406,0.13966197
1.6689694,0.8213555,1.2683754,0.7870217,0.34499496,0.1366256
1.3705719,0.6609192,1.2031422,0.75383246,0.15582831,0.14301567
1.4839623,0.538294,1.3609774,0.74827623,0.27618927,0.15649207
1.3357162,0.5311474,1.3699117,0.7338871,0.25058043,0.15668689
1.5823567,0.6316753,1.3079383,0.76358867,0.25661933,0.15045883
1.233022,0.5484341,1.5706699,0.79642814,0.3442977,0.14869355
1.5256318,0.707712,1.108892,0.78510225,0.16656776,0.12753455
1.8302852,0.97652465,1.2121744,0.7539669,0.20836356,0.14391822
1.3037724,0.5666999,1.4734447,0.7854502,0.34404045,0.13856041
1.4935035,0.6792732,1.3768935,0.7558954,0.27110574,0.14486824
1.4308565,0.9419681,1.2049239,0.75748575,0.21863018,0.14404438
1.0881373,0.7744483,1.5600364,0.8089779,0.47389218,0.12947789
1.624697,0.83937085,1.51156,0.748978,0.2016572,0.14248434
1.18216,0.6794197,1.6007514,0.81382614,0.5547773,0.14070478
0.9261824,0.9184725,1.1507072,0.7648901,0.16391285,0.13718191
1.807251,0.85429704,1.6463039,0.8317173,0.4829007,0.12590145
1.3392045,0.4782542,1.5275648,0.7631897,0.24154724,0.14367445
1.9737698,0.91754967,1.2436492,0.78761435,0.37403807,0.14120542
1.9789956,0.9114298,1.3148992,0.7562405,0.32156533,0.14572959
1.8816738,0.99505305,1.3170114,0.7536458,0.34052396,0.15485264
1.7723339,0.8680605,1.4021842,0.82180417,0.42687076,0.13339946
1.4471452,0.5760173,1.1435373,0.75148416,0.08696235,0.13576749
1.1994706,0.7712049,1.4089324,0.7955177,0.4344237,0.13740581
1.6950557,0.81290835,1.2034533,0.7816802,0.21205963,0.13647692
1.2740525,0.5348501,1.367979,0.7516293,0.3682487,0.1641602
1.26697,0.83068126,1.5366082,0.846222,0.3905069,0.10761932
1.2214777,0.5278189,1.5303926,0.7751321,0.22495922,0.13722232
1.222298,0.6505357,1.3602979,0.7420232,0.34346572,0.16326787
1.1441154,0.9618719,1.4281919,0.7603685,0.3616798,0.1490313
1.674038,0.77030164,1.320437,0.7101867,0.16167273,0.16076994
1.1124744,0.8269293,1.5200136,0.77534556,0.35576698,0.14632836
1.5375572,0.755141,1.1884985,0.7985382,0.24047017,0.12788184
2.0938513,0.9576859,1.2281055,0.75980395,0.10759958,0.13462433
1.1475351,0.59950435,1.0500422,0.84955853,0.31574327,0.12126003
1.8757597,0.9208869,1.2743199,0.80770415,0.5418619,0.14264202
1.8151723,0.9248149,1.3955874,0.76049495,0.32284606,0.15424572
1.299216,0.8367246,1.3984184,0.77390486,0.3084361,0.153423
1.629936,0.6100241,1.4676087,0.76564705,0.3625636,0.1537822
1.2792138,0.9217361,1.4211469,0.7419077,0.4050528,0.15567665
1.5504805,0.58541274,1.118361,0.7812659,0.07893897,0.12411896
1.0558408,0.94863397,1.2848637,0.80646,0.37864748,0.13858303
1.1611986,0.6684316,1.1641603,0.8420598,0.29439417,0.11532382
1.5847932,0.8634571,1.2576945,0.7350323,0.19898026,0.16206193
1.2450866,0.6011438,1.2578497,0.75351226,0.2266112,0.15155092
1.8011285,0.74034107,1.3727403,0.7446532,0.24927163,0.15514983
1.7127967,0.6503332,1.3130741,0.6877762,0.106748424,0.17918006
1.2157415,0.7220407,1.0519688,0.8262039,0.23970404,0.12229475
1.6526139,0.95009637,1.3440301,0.9004321,0.589678,0.09867654
1.6832958,0.71993303,1.8019838,0.8669923,0.46966043,0.110759
1.530317,0.7909377,1.1127487,0.80964166,0.17173436,0.12192007
1.2466247,0.9719557,1.1527853,0.8064788,0.27277732,0.1297259
1.3203286,0.87020516,1.2173083,0.7766244,0.27219182,0.13895282
1.5832583,0.6905562,1.1807323,0.739831,0.07842426,0.13920553
1.5978808,0.68640316,1.3369873,0.725663,0.20618339,0.15747903
1.5300721,0.56594014,1.4208808,0.8063387,0.42468387,0.13358895
1.1944836,0.96154076,1.2253242,0.76921344,0.25591886,0.14626701
2.072348,0.9096803,1.3247981,0.7647157,0.24743973,0.14786164
1.726875,0.8128788,1.1462042,0.8224209,0.27555865,0.12589844
1.7842602,0.9512601,1.0805185,0.8329857,0.19087993,0.11493482
1.2435788,0.6703435,1.337599,0.7906076,0.3797306,0.14252776
1.2727141,0.7957073,1.3034804,0.70518714,0.11422339,0.16178884
1.9180871,0.9839258,1.2632263,0.7822572,0.28322288,0.14155327
1.7294897,0.913745,1.3782365,0.744163,0.265417,0.15359598
1.2298437,0.55093646,1.2918193,0.77905667,0.42356515,0.14138304
1.2895485,0.64974415,1.257818,0.713455,0.09219692,0.16398713
1.7540969,0.6789622,1.1362286,0.77888054,0.13563272,0.1303373
1.2536441,0.65234137,1.4573679,0.7972242,0.50925285,0.1570948
1.4340118,0.7765528,1.5144355,0.794784,0.37519547,0.13742666
1.6317542,0.7932259,1.6963501,0.8116831,0.30739775,0.122936726
1.5304638,0.71798724,1.2079332,0.78380096,0.23811068,0.13391748
2.101002,0.9767072,1.3783798,0.7858747,0.34053904,0.14349394
1.5631548,0.7981216,1.3103127,0.74963903,0.20870773,0.14777905
1.3831798,0.48445043,1.3051968,0.76614946,0.19878682,0.14186798
1.9544905,0.8700798,1.375201,0.7512348,0.4286273,0.17180175
1.7651,0.8648081,1.2738717,0.7818256,0.36664912,0.14401916
0.9848263,0.80364734,1.464365,0.7251079,0.14634086,0.1597108
1.7028542,0.8012517,1.804688,0.87351537,0.4520791,0.10055914
1.5172076,0.8569601,1.486326,0.76080173,0.36634743,0.15286711
1.3551755,0.51244676,1.3003078,0.73728013,0.21249576,0.15168376
1.8009021,0.96441317,1.7537205,0.83714634,0.36883163,0.10581516
1.2012852,0.72983444,1.3681746,0.70424575,0.17861734,0.16828412
1.9823345,0.89687526,1.5911345,0.79978627,0.40650102,0.1342957
1.1238155,0.63711375,1.1120422,0.7803749,0.19144347,0.13199922
1.5136951,0.6983939,1.5451953,0.8165588,0.540322,0.14018784
2.0436969,0.9801294,1.041549,0.81826323,0.12014027,0.11552367
1.2833037,0.78445184,1.4087551,0.78360415,0.38221636,0.15499768
1.8255852,0.9327769,1.3503475,0.72819424,0.2962912,0.16515408
1.4594892,0.762645,1.3394315,0.7607425,0.2761525,0.15715761
1.3805556,0.9270599,1.5225191,0.8432353,0.7293963,0.13099732
1.2634039,0.8429327,1.2700453,0.8029645,0.40165386,0.14014028
1.6076404,0.7390235,1.2431593,0.77314746,0.21033932,0.13656716
1.0543165,0.99393433,1.3710861,0.7489661,0.2768427,0.15448208
1.404197,0.5206969,1.8822548,0.8785889,0.20651157,0.079569995
1.5972052,0.8619996,1.4176443,0.7460644,0.3307345,0.15569483
1.4089024,0.5559909,1.1233869,0.78122747,0.16114514,0.13405035
1.3700687,0.7648689,1.0844243,0.8232122,0.23946069,0.12137787
1.4930187,0.60341305,1.712631,0.87155783,0.63858145,0.10193651
1.4529003,0.5769789,1.2855234,0.7661275,0.28425932,0.15115793
1.58735,0.94470036,1.1749258,0.8097035,0.3915665,0.13785686
1.6261994,0.86735016,1.6059711,0.7696843,0.17877397,0.13515922
1.7462327,0.9448774,1.297421,0.7384052,0.25284645,0.16641282
1.3918734,0.81523514,1.5291007,0.7746037,0.30458707,0.15554494
1.3661197,0.5738204,1.3411202,0.7177665,0.22505592,0.16218536
1.8191726,0.8841334,1.4909525,0.7728752,0.34420088,0.14589478
1.1850556,0.5583665,1.0065944,0.8587388,0.17569263,0.10656155
1.0768014,0.7717343,1.1834724,0.74373096,0.14353907,0.14633429
1.3985521,0.5436907,1.2918584,0.7487566,0.27031723,0.14627112
1.5067085,0.8932405,1.4111857,0.7479822,0.32768056,0.15490548
1.2615076,0.9234078,1.2239757,0.75145227,0.22090763,0.14759988
1.8721312,0.8152387,1.4621596,0.7592825,0.47823998,0.1790862
1.3157568,0.6135679,1.289145,0.7993551,0.37301487,0.13958417
1.7475319,0.8065824,1.4713552,0.8314616,0.6476256,0.1374471
1.0428294,0.7733568,1.1292133,0.79004496,0.1467358,0.12914519
1.5644664,0.635283,1.2921593,0.785903,0.39296046,0.14418706
2.0869575,0.9253399,1.3446026,0.7906647,0.42036325,0.14559194
1.830538,0.93742263,1.3873067,0.76665425,0.3779327,0.15304205
1.2514417,0.7273174,1.5091379,0.849641,0.720168,0.12148225
1.3320264,0.941606,1.8717628,0.86314577,0.16809233,0.088351235
1.9795983,0.8941867,1.3827412,0.762883,0.30479604,0.15819862
1.5230883,0.5615364,1.3518429,0.7386869,0.28660563,0.15744084
2.129564,0.9723538,1.5827701,0.8124829,0.52573925,0.13539588
1.8972778,0.9482352,1.1062245,0.78357244,0.16010939,0.1295422
1.9598252,0.8284868,1.0964695,0.82491475,0.21108432,0.120516025
1.002297,0.8812794,1.4630716,0.7646959,0.4555461,0.16097645
1.3489889,0.606481,1.4566655,0.74292433,0.2624831,0.15913634
1.4564399,0.6318387,1.3769298,0.76670426,0.27645183,0.14737615
1.0336446,0.8592944,1.4314299,0.8066544,0.41031379,0.12742792
1.5566493,0.85013115,1.3927057,0.75232166,0.2812765,0.15575388
1.4097983,0.46860912,1.4008243,0.8147452,0.44662082,0.1316502
1.350818,0.4914232,1.1127759,0.8324559,0.24756767,0.117810324
1.6853564,0.7844376,1.2618995,0.7602469,0.2610347,0.14922209
1.3790655,0.8998967,1.4806919,0.82970506,0.5299896,0.13885781
1.787718,0.8328853,1.3818617,0.6704799,0.08559859,0.17367344
1.1889625,0.67285925,1.7446392,0.8563723,0.61313015,0.113001354
1.4279379,0.68151,1.3351836,0.7732887,0.37757728,0.1530358
1.9581858,0.812432,1.4592757,0.7899476,0.621384,0.14665872
1.2791929,0.6212954,1.1946025,0.8340958,0.27244925,0.11736065
1.5217466,0.729494,1.3041005,0.73885894,0.22344878,0.15681139
0.9108875,0.9635884,1.7661221,0.85565656,0.54201216,0.112420015
1.2075688,0.5846303,1.6931164,0.8792309,0.6044639,0.11510638
1.3523381,0.52903396,1.1674092,0.745646,0.10365133,0.14024669
1.6274339,0.74913013,1.6499155,0.8414198,0.51089954,0.1262889
1.6955217,0.88458043,1.3046393,0.67520756,0.08108895,0.1704244
1.647966,0.7923836,1.2548006,0.77676976,0.29024947,0.13772783
1.5221757,0.82802284,1.4194193,0.77912956,0.3247328,0.1446574
1.5319906,0.51702595,1.3536618,0.77716243,0.37149262,0.15322833
1.9941299,0.99532557,1.3369749,0.7367511,0.2858474,0.16590074
1.2871618,0.839917,1.4162178,0.7797147,0.6942631,0.1606897
1.6645323,0.6834692,1.3000593,0.73601425,0.20901066,0.15542865
1.4212705,0.52295023,1.4470165,0.7986849,0.4232088,0.15153983
1.5634713,0.6440287,1.4104927,0.8699741,0.37855658,0.104173854
1.252921,0.81762403,1.118985,0.82889616,0.2777631,0.121385105
1.3594381,0.6856111,1.462632,0.73731583,0.32800287,0.16109967
1.7926074,0.68700165,1.2101367,0.78232336,0.2971993,0.14260502
1.5047157,0.52322596,1.2716677,0.7766948,0.23096475,0.1376641
1.7179335,0.6888142,1.3560059,0.6822503,0.09086567,0.17259093
1.6201699,0.857772,1.095506,0.810974,0.16820547,0.1201658
1.5859246,0.61299807,1.2888768,0.7374314,0.22640416,0.15379743
1.9899539,0.90585864,1.3704076,0.77437377,0.33853,0.14588866
1.9611771,0.85725135,1.3438368,0.7271409,0.25053763,0.16495572
1.303098,0.84306675,1.2373734,0.81437844,0.3426226,0.13570836
1.5767938,0.8329113,1.4754014,0.7205277,0.15003145,0.15530013
1.6239207,0.95848614,1.5417206,0.81397015,0.48717976,0.13588418
1.7217287,0.8836709,1.2335362,0.8240165,0.4322619,0.12395251
1.5948924,0.9389924,1.3039131,0.72805285,0.15701129,0.15764214
1.2835075,0.81977177,1.3997641,0.7395377,0.29190025,0.15520708
1.2463388,0.66422,1.252393,0.7528163,0.23477955,0.14536077
1.2690271,0.88856095,1.4158483,0.7452858,0.26985264,0.15492548
1.6210437,0.82359016,1.2463851,0.73251355,0.15327509,0.14793362
1.3021082,0.5018483,1.3861771,0.7342268,0.2080747,0.16490693
1.1735659,0.5972373,1.364315,0.7754512,0.34224653,0.15076327
1.0611799,0.9516889,1.7090154,0.8286521,0.24695703,0.10389436
1.7604699,0.70945925,1.3763056,0.7505385,0.24347912,0.15640132
2.1381814,0.9961006,1.4492137,0.7459419,0.22429349,0.15490831
1.8351858,0.8038543,1.2068172,0.7715048,0.2713361,0.14031146
1.6716063,0.9723657,1.2899754,0.8136029,0.39102718,0.13242738
1.7067647,0.92219096,1.3952708,0.8068841,0.5715678,0.14976427
1.2494904,0.7911559,1.2961023,0.7737924,0.34179696,0.14901744
1.4838518,0.593437,1.4119289,0.69944966,0.1296541,0.16093567
1.1513561,0.71163374,1.249063,0.78890836,0.3744998,0.13843206
1.8766612,0.86242896,1.2077518,0.7631315,0.24133606,0.14390361
1.2502455,0.6253832,1.1459804,0.7959072,0.20060882,0.12870088
1.2421803,0.7923404,1.3493419,0.80680054,0.43449765,0.12946644
1.2586248,0.74950135,1.3230238,0.6749152,0.049987312,0.16937776
1.7276593,0.6767159,1.2771432,0.78107965,0.3131125,0.1362014
1.8529216,0.8864472,1.4319773,0.7483782,0.28123528,0.15028134
1.1926405,0.6675144,1.5448508,0.80273074,0.44468412,0.14372458
1.3507075,0.5650627,1.4138513,0.73263514,0.2307309,0.16540304
1.4169523,0.5021237,1.4020312,0.7341871,0.20762296,0.1523543
1.0310032,0.97245175,1.6200836,0.786106,0.21956073,0.12577905
1.1270316,0.7844571,1.252881,0.78509676,0.29980794,0.14836422
1.2134899,0.8648513,1.6327949,0.81084937,0.36772886,0.12631686
1.1787416,0.7253166,1.5348117,0.817709,0.4448582,0.14236823
1.1205215,0.8853379,1.2264156,0.7912391,0.35961446,0.13547873
1.2736365,0.482382,1.3983767,0.73998237,0.2336944,0.15181327
1.7827814,0.82697815,1.1326301,0.7730398,0.17077886,0.13533722
1.3060496,0.9314763,1.1894183,0.7772392,0.2812165,0.14014071
1.3868672,0.95967823,1.4440272,0.7451113,0.33719185,0.1561663
1.0233799,0.9272063,1.2885895,0.75133747,0.33587828,0.153376
1.7604901,0.7203771,1.4198043,0.7782258,0.41734955,0.14818932
1.0411857,0.8317545,1.1442935,0.7776221,0.18182382,0.13236871
1.1666553,0.99305415,1.3346381,0.82434565,0.5317351,0.1428178
1.535117,0.59217775,1.1887732,0.7448983,0.16016072,0.14443068
1.7754658,0.9426285,1.0823921,0.8145476,0.17641056,0.11951816
1.1091347,0.9434734,1.8745139,0.88757443,0.34586644,0.08573639
1.3353993,0.54216987,1.1648896,0.7668307,0.14989318,0.1378049
1.2023267,0.71832746,1.2403696,0.79827744,0.2862747,0.12706396
1.940517,0.9345522,1.2130792,0.7367246,0.15942033,0.14753056
1.2995222,0.74306285,1.2310388,0.75013065,0.16948606,0.14462587
1.4388003,0.5144196,1.4488349,0.78466284,0.4102874,0.14480516
1.4893603,0.54342115,1.2596731,0.7556429,0.18746886,0.14215791
1.6062262,0.60463667,1.4526622,0.83571875,0.46406424,0.12356114
1.809121,0.6980186,1.3613524,0.7536732,0.25819132,0.14519219
1.2534841,0.51906246,1.2544031,0.78897214,0.33865058,0.14554264
1.7033267,0.7220395,1.2839875,0.7289654,0.18361036,0.1537264
2.0005238,0.892682,1.5064709,0.7727424,0.4789134,0.16073045
1.4089191,0.5030565,1.408819,0.80514836,0.34316257,0.13669321
1.6523535,0.66781485,1.5373147,0.8212047,0.58664316,0.14431404
1.3774742,0.63435364,1.4860508,0.724512,0.24854454,0.1641716
1.268263,0.80507433,1.2516422,0.7971948,0.296938,0.13106373
1.1545229,0.67615426,1.794169,0.83300036,0.07439544,0.09771608
1.2666069,0.7637833,1.312036,0.77865607,0.33877137,0.13964494
1.6862146,0.99876535,1.4820638,0.83026356,0.58826596,0.121612445
1.7450411,0.78961366,1.4752998,0.7412778,0.23733534,0.1519364
1.5267724,0.6834382,1.4169123,0.7460003,0.22528675,0.1572753
1.0650272,0.95051134,1.4792235,0.79696125,0.47661328,0.1472315
1.8215662,0.7228393,1.48293,0.85307217,0.61114025,0.11893868
1.4835016,0.5091958,1.2201045,0.7783811,0.23186459,0.13781652
1.3652278,0.46819985,1.2432404,0.7504348,0.21417256,0.14780888
1.6046219,0.5571054,1.3364139,0.76173913,0.20603782,0.14864507
1.173848,0.8162687,1.3933284,0.71120095,0.19298075,0.16173324
1.3333753,0.5719074,1.4712996,0.7723769,0.3883778,0.16420631
1.8241495,0.89719784,1.4427962,0.83408755,0.50079054,0.12343934
1.3095036,0.4442995,1.184483,0.7664034,0.22008203,0.14225842
1.2358894,0.94983995,1.5840466,0.8204511,0.6565986,0.13956286
1.1416235,0.695056,1.4282138,0.7439008,0.25609902,0.15496293
1.8244451,0.9174592,1.2657437,0.768273,0.2911616,0.1542409
2.027396,0.88081557,1.0438292,0.82719237,0.17157482,0.115027785
1.7655449,0.7391392,1.4951162,0.8231119,0.51472706,0.1277466
1.6040728,0.59200025,1.3083832,0.7499757,0.2517806,0.15798771
1.5320903,0.60125893,1.3495941,0.7196743,0.17000684,0.15867047
1.2733421,0.9273076,2.0462518,0.91352814,0.067207225,0.054146014
1.9374217,0.8197394,1.1905241,0.7721934,0.22705431,0.13851841
1.4553457,0.9143794,1.3905363,0.7124845,0.19294126,0.16726759
1.1286608,0.98446,1.3684812,0.74634993,0.30800632,0.15304634
1.4296111,0.724362,1.1396692,0.7757758,0.2032189,0.13790879
1.3897979,0.8433986,1.4028964,0.7627815,0.39650437,0.1521318
1.4670464,0.9285296,1.1073959,0.8200837,0.2326722,0.123578295
1.865875,0.9381636,1.7797232,0.8899762,0.64468646,0.103980705
1.0733868,0.79729503,1.1570404,0.75919193,0.18438897,0.14575751
1.9683737,0.9372207,1.3236825,0.735185,0.23895164,0.15580277
1.7771865,0.80214155,0.98845524,0.8500631,0.18543431,0.108163565
1.4121448,0.67664295,1.6137805,0.8271198,0.47727576,0.13982618
1.4239058,0.8499545,1.3339722,0.72926235,0.20750332,0.1581703
1.1519988,0.7051516,1.2216475,0.79636693,0.2857628,0.13748452
0.99296916,0.91532254,1.748857,0.9027726,0.69063294,0.085528895
1.0045588,0.9087261,1.354408,0.7619748,0.31982613,0.15186097
1.482028,0.7701593,1.1916018,0.8154871,0.35099655,0.12898101
2.008368,0.9776478,1.6271508,0.8409549,0.6550637,0.13021909
1.412864,0.72690773,1.0511689,0.86818105,0.36933124,0.11780776
1.5081342,0.52144504,1.1514199,0.7764461,0.1831903,0.13511804
1.3063737,0.8281653,1.4126728,0.80119616,0.4535996,0.14180414
1.5685573,0.81042117,1.150964,0.8116497,0.23444542,0.12530087
1.8724447,0.7847444,1.353019,0.77281594,0.31078616,0.14449716
1.5603763,0.590241,1.1669965,0.7944982,0.22385618,0.13329908
1.1467597,0.726591,1.1042652,0.7937111,0.13791746,0.12333228
1.7460779,0.75270146,1.3863297,0.7550926,0.3580213,0.16007216
1.6739602,0.62930495,1.5706465,0.7516537,0.14837146,0.1437065
1.7895728,0.70027727,1.2340336,0.77560085,0.31560323,0.14370443
1.918267,0.9312641,1.2884934,0.7797524,0.2773339,0.13819405
1.4679551,0.76164955,1.3042984,0.7178464,0.14646314,0.16285306
1.2719887,0.71320885,1.4322929,0.6814866,0.07418065,0.17129685
1.379534,0.57714057,1.4398465,0.7998007,0.36044034,0.1356339
1.8045384,0.9364503,1.2255657,0.7456696,0.17874548,0.15168835
1.7866566,0.9018242,1.347817,0.74848807,0.31869823,0.15688837
1.1024863,0.9131764,1.7428188,0.8531382,0.37691993,0.10579988
1.2341784,0.69597477,1.3317049,0.7724348,0.33260435,0.1476137
1.7175997,0.6564085,1.5209444,0.725895,0.14521272,0.15463243
1.9685771,0.9706015,1.4300106,0.792306,0.36937645,0.1327931
1.1340339,0.72051966,1.2896361,0.76501,0.2446571,0.14078371
1.9122796,0.90820366,1.615174,0.84743625,0.5835713,0.13431773
1.4180297,0.81159365,1.4905958,0.7590311,0.25268373,0.15697215
1.3770074,0.47056437,1.4270751,0.7865603,0.40428793,0.1477051
1.9183395,0.970291,1.4033566,0.6813408,0.048693415,0.17037047
1.7948145,0.6862581,1.5029254,0.7275278,0.12574838,0.14875546
1.8870816,0.8004975,1.6163018,0.78267825,0.46708828,0.14746726
1.1995993,0.64462495,1.2758694,0.77845633,0.33594573,0.14803524
1.3328068,0.46527362,1.2681584,0.76160014,0.19818358,0.14420591
1.377481,0.6952203,1.316,0.80540043,0.37909055,0.13348861
