chirp_mass_true,chirp_mass_pred,sigma_chirp_mass_pred,chirp_mass_residual,chirp_mass_zscore
1.8017495,1.5554384,0.3862959,-0.24631107,-0.6376228
1.8145165,1.5554388,0.38629603,-0.2590778,-0.67067164
1.3961158,1.5554385,0.38629588,0.15932274,0.41243705
1.705397,1.5552331,0.3864304,-0.15016389,-0.3885923
1.6313708,1.555438,0.3862959,-0.07593274,-0.19656625
1.6200145,1.5554384,0.38629594,-0.06457615,-0.16716756
1.4623618,1.5554389,0.386296,0.09307706,0.24094751
1.5697694,1.555438,0.38629588,-0.014331341,-0.037099387
1.3012598,1.5554385,0.38629594,0.25417876,0.65798974
1.6305022,1.5552335,0.38643074,-0.075268745,-0.1947794
1.1583154,1.555233,0.38643056,0.39691758,1.0271382
1.0569876,1.5552311,0.3864302,0.49824345,1.2893492
2.012379,1.555232,0.3864303,-0.45714688,-1.1829996
2.0436258,1.5552335,0.38643062,-0.48839235,-1.2638552
1.6940545,1.5554382,0.38629588,-0.13861632,-0.3588346
1.2320639,1.555439,0.38629594,0.3233751,0.83711755
1.950392,1.5554388,0.386296,-0.39495325,-1.0224109
1.4240448,1.5554388,0.38629594,0.13139391,0.34013796
1.1694645,1.5552328,0.38643056,0.3857683,0.9982862
1.3849128,1.5554386,0.38629588,0.17052579,0.4414383
1.3770565,1.5552332,0.38643062,0.17817676,0.46108344
1.3657386,1.555438,0.38629588,0.18969941,0.49107283
1.3150259,1.5552337,0.38643065,0.24020779,0.62160647
1.7764726,1.5554383,0.38629577,-0.22103429,-0.5721893
1.3050529,1.555438,0.38629594,0.25038517,0.6481693
1.7071661,1.5554382,0.38629588,-0.15172791,-0.39277643
1.8961183,1.5552335,0.38643074,-0.3408848,-0.8821369
1.3432137,1.5554382,0.38629588,0.21222448,0.5493832
1.9462289,1.5552295,0.3864302,-0.39099932,-1.0118239
1.5729115,1.5552332,0.38643065,-0.01767826,-0.045747563
1.2449392,1.5552323,0.38643062,0.31029308,0.80297226
1.5901709,1.5552322,0.38643062,-0.034938693,-0.09041388
1.6608483,1.5552328,0.38643074,-0.1056155,-0.27331027
1.2826371,1.555232,0.3864305,0.27259493,0.70541775
1.6664462,1.5554384,0.3862959,-0.11100781,-0.2873647
1.1015476,1.5554385,0.38629583,0.45389092,1.1749827
1.7825742,1.555438,0.38629594,-0.22713614,-0.5879848
1.2903166,1.5554378,0.3862959,0.26512122,0.6863164
1.5372154,1.555234,0.38643068,0.018018603,0.046628293
1.8758065,1.555438,0.38629594,-0.3203684,-0.82933414
1.5099689,1.5552325,0.38643065,0.045263648,0.11713266
1.7729855,1.5554394,0.38629612,-0.2175461,-0.5631589
1.121623,1.5554384,0.38629583,0.43381536,1.1230134
1.7212825,1.5552342,0.38643068,-0.16604829,-0.42969748
1.9588321,1.5554383,0.3862959,-0.40339386,-1.0442612
1.4007688,1.5552335,0.38643068,0.15446472,0.39972168
1.4956852,1.5552342,0.38643062,0.059548974,0.15410005
1.4361452,1.5552315,0.3864305,0.119086266,0.30816993
2.0941293,1.555438,0.38629583,-0.5386913,-1.3945045
1.2553761,1.5552316,0.3864305,0.29985547,0.77596223
1.8345271,1.5552342,0.38643074,-0.27929294,-0.7227503
1.1036361,1.5552311,0.38643023,0.45159495,1.1686325
1.9701521,1.5554389,0.386296,-0.41471326,-1.0735635
1.1695663,1.5552331,0.38643068,0.38566685,0.9980234
1.0783689,1.5552335,0.38643077,0.47686458,1.2340233
1.6276665,1.5554382,0.38629583,-0.07222831,-0.18697669
1.9336029,1.5554382,0.38629577,-0.37816477,-0.9789514
1.4970168,1.5554386,0.38629594,0.05842185,0.151236
1.849871,1.5552342,0.38643065,-0.29463685,-0.76245725
0.9974148,1.5552317,0.38643056,0.55781686,1.4435112
1.5680025,1.555439,0.38629594,-0.012563467,-0.032522906
1.5109183,1.5554386,0.3862959,0.044520378,0.11524942
1.2760861,1.5554383,0.3862959,0.2793522,0.723156
1.3815641,1.5554383,0.38629577,0.17387414,0.45010626
1.259533,1.5552335,0.38643074,0.29570043,0.7652094
1.5340747,1.5554397,0.38629606,0.021365047,0.05530744
1.7970133,1.5554382,0.38629583,-0.24157512,-0.625363
1.6675643,1.5552266,0.38642973,-0.11233771,-0.2907067
1.4894481,1.5552303,0.3864302,0.06578219,0.17023045
1.6812865,1.5552299,0.38643008,-0.12605655,-0.3262079
1.4419808,1.5554383,0.38629588,0.11345744,0.29370606
1.8816258,1.5554395,0.386296,-0.3261863,-0.8443947
1.3187225,1.5554394,0.38629603,0.23671687,0.6127862
1.7891092,1.555233,0.38643068,-0.23387623,-0.6052217
1.1292166,1.5554397,0.386296,0.42622316,1.103359
1.5688524,1.555233,0.38643062,-0.013619423,-0.03524416
1.1189804,1.5552325,0.38643056,0.43625212,1.1289276
1.9572344,1.5552326,0.38643068,-0.40200174,-1.0402945
1.5975773,1.5554383,0.3862959,-0.042139053,-0.109084904
1.4874215,1.555439,0.38629588,0.06801748,0.17607613
1.1679,1.5554379,0.38629588,0.38753796,1.0032153
1.8493828,1.555234,0.3864309,-0.2941488,-0.7611938
1.7574179,1.555438,0.38629583,-0.20197988,-0.5228632
1.3751336,1.555438,0.38629588,0.18030441,0.46675208
2.0771282,1.555233,0.38643077,-0.5218952,-1.3505528
1.2038767,1.555439,0.3862959,0.35156226,0.9100854
1.2675464,1.5554382,0.38629588,0.28789175,0.74526227
1.4360946,1.5554383,0.3862959,0.11934364,0.30894357
1.4417815,1.555234,0.38643068,0.113452435,0.29359064
1.2489865,1.5552332,0.38643074,0.30624676,0.79250103
1.4122651,1.5552323,0.38643062,0.14296722,0.36996868
1.6144595,1.555234,0.38643074,-0.05922556,-0.15326306
2.0771673,1.555438,0.38629577,-0.52172923,-1.3505952
1.6361282,1.5552316,0.38643038,-0.080896616,-0.20934331
1.2949092,1.5552337,0.38643074,0.26032448,0.673664
1.866124,1.555232,0.3864305,-0.310892,-0.8045224
1.6362841,1.5552326,0.38643065,-0.08105147,-0.20974389
1.3114314,1.5554383,0.3862959,0.24400687,0.6316579
1.37515,1.5552305,0.38642994,0.18008053,0.46601084
1.1742468,1.555438,0.38629594,0.38119125,0.98678553
1.9395992,1.5554392,0.38629603,-0.38415992,-0.9944703
1.9081951,1.5554384,0.38629588,-0.35275674,-0.91317755
1.3162662,1.5554383,0.38629588,0.2391721,0.61914223
1.8035911,1.5552307,0.38643023,-0.2483604,-0.64270437
1.2307286,1.5554382,0.38629577,0.32470953,0.84057236
2.088905,1.5554385,0.38629588,-0.5334666,-1.3809792
1.6577234,1.5552261,0.38642973,-0.10249734,-0.26524186
1.4550579,1.5552335,0.38643068,0.10017562,0.2592331
1.3925517,1.555439,0.386296,0.16288733,0.42166457
1.7582713,1.5552335,0.38643062,-0.20303786,-0.52541864
2.0593345,1.5554388,0.38629606,-0.50389576,-1.3044289
1.2683629,1.5552297,0.38643008,0.28686678,0.74235106
1.2674813,1.5554385,0.38629588,0.2879572,0.74543166
1.1541978,1.5552332,0.38643065,0.40103543,1.037794
1.815403,1.5554383,0.3862959,-0.2599647,-0.6729678
1.61552,1.5554386,0.38629588,-0.060081363,-0.15553197
1.0234082,1.5554384,0.3862959,0.5320302,1.3772608
1.2455902,1.555438,0.38629583,0.30984783,0.8020999
1.1101509,1.5552331,0.38643065,0.4450822,1.1517776
1.2469743,1.5554396,0.38629612,0.30846524,0.79852015
1.4629242,1.5552316,0.3864303,0.09230733,0.23887187
1.7437129,1.55544,0.38629615,-0.18827295,-0.48737982
1.5972223,1.5552326,0.38643074,-0.041989684,-0.10866031
1.470375,1.5552326,0.38643062,0.0848577,0.21959363
1.9032487,1.5552335,0.38643074,-0.3480152,-0.90058875
1.5507003,1.5554385,0.3862959,0.0047382116,0.012265757
1.6623255,1.5552331,0.38643065,-0.10709238,-0.2771322
1.4815758,1.5552331,0.38643068,0.073657274,0.19060928
1.1936212,1.5552335,0.38643077,0.36161232,0.93577516
1.1078472,1.555439,0.38629618,0.44759178,1.1586752
1.9779705,1.5554392,0.38629594,-0.42253125,-1.093802
0.98705214,1.5554385,0.386296,0.5683864,1.4713752
1.1734158,1.5554383,0.3862959,0.3820225,0.98893744
1.4790727,1.555233,0.38643065,0.07616031,0.19708662
1.105567,1.555233,0.38643056,0.44966602,1.1636399
1.6095444,1.5554379,0.3862959,-0.054106474,-0.14006484
1.3807619,1.5552328,0.38643062,0.1744709,0.45149347
1.4562925,1.5552335,0.38643068,0.09894097,0.25603807
1.5807061,1.5554383,0.38629588,-0.02526784,-0.065410584
1.6241034,1.5554385,0.3862959,-0.06866491,-0.17775209
1.2144259,1.5554386,0.38629606,0.34101272,0.88277555
1.4047178,1.5552331,0.38643062,0.15051532,0.38950154
1.2820461,1.5552342,0.38643068,0.2731881,0.70695245
1.4875014,1.5552337,0.38643077,0.067732334,0.17527676
1.2366058,1.5552331,0.38643062,0.31862736,0.8245396
1.322063,1.5554395,0.38629606,0.2333765,0.604139
1.771867,1.5552342,0.38643074,-0.21663284,-0.5605994
1.4506127,1.555234,0.38643074,0.10462129,0.2707375
1.6813022,1.5554386,0.3862959,-0.12586355,-0.3258216
1.1795802,1.5554385,0.38629594,0.3758583,0.9729802
1.5302054,1.5554385,0.38629594,0.02523315,0.065320775
1.4168613,1.5554389,0.3862959,0.13857758,0.35873425
1.2774303,1.5552328,0.38643068,0.27780247,0.7188934
1.6358898,1.555439,0.3862959,-0.08045077,-0.20826204
1.8465779,1.5554389,0.38629594,-0.291139,-0.7536683
1.2994616,1.555234,0.38643068,0.25577235,0.6618842
1.2662053,1.555438,0.38629577,0.28923273,0.7487339
1.4957243,1.5554382,0.38629583,0.05971384,0.1545806
1.3791938,1.5554382,0.38629583,0.17624438,0.456242
1.21375,1.5554388,0.38629594,0.34168875,0.88452584
1.5884681,1.555231,0.3864303,-0.0332371,-0.0860106
1.2001364,1.5552337,0.38643074,0.3550973,0.91891575
1.5833898,1.5554379,0.3862959,-0.027951837,-0.072358616
1.6079996,1.5554385,0.38629603,-0.052561045,-0.13606416
1.2220262,1.5554388,0.38629594,0.33341253,0.8631013
1.5353854,1.5552326,0.38643053,0.019847274,0.05136052
1.5479977,1.5554374,0.38629583,0.0074397326,0.019259159
1.5350996,1.555438,0.3862959,0.020338416,0.052649833
1.1644347,1.5552342,0.38643077,0.39079952,1.0113055
1.170964,1.5554383,0.3862959,0.38447428,0.9952843
1.684072,1.5554388,0.3862959,-0.12863326,-0.3329915
2.057897,1.5552332,0.38643074,-0.50266385,-1.3007864
1.3006812,1.5552342,0.38643065,0.25455296,0.6587287
1.4444653,1.555228,0.38642994,0.110762715,0.28663078
1.4254137,1.555439,0.38629603,0.13002527,0.33659488
1.4361343,1.555233,0.38643053,0.11909866,0.308202
1.8896854,1.5554402,0.38629612,-0.3342452,-0.8652564
1.2069945,1.5554386,0.3862959,0.3484441,0.9020134
1.4242572,1.5552342,0.38643065,0.13097703,0.3389406
1.8287902,1.5552331,0.38643062,-0.27355707,-0.7079073
1.7473639,1.5554388,0.386296,-0.19192517,-0.49683446
1.2500898,1.555439,0.38629594,0.30534923,0.79045415
1.6434824,1.5554388,0.38629594,-0.08804369,-0.22791772
1.0280607,1.5552278,0.38643008,0.5271671,1.3641979
1.5284305,1.5552332,0.38643062,0.026802778,0.06935987
1.8154645,1.5554392,0.386296,-0.26002526,-0.6731244
1.3913165,1.5552195,0.38642892,0.163903,0.42414784
1.5032278,1.555439,0.386296,0.052211165,0.13515843
2.1466434,1.5554407,0.386296,-0.59120274,-1.5304397
1.0503483,1.5552307,0.38643008,0.50488245,1.3065299
1.8378022,1.5554385,0.38629583,-0.28236365,-0.73095185
1.3103611,1.5552332,0.38643068,0.2448721,0.63367665
1.5740746,1.5554385,0.3862959,-0.018636107,-0.048243087
1.293369,1.5552335,0.38643062,0.26186442,0.67764926
1.4983679,1.555438,0.38629583,0.057070136,0.14773688
1.5840269,1.5554383,0.3862959,-0.028588653,-0.07400713
1.9578775,1.5552335,0.38643056,-0.40264404,-1.041957
1.7161043,1.5554394,0.386296,-0.16066492,-0.4159114
1.2753576,1.555439,0.3862959,0.2800814,0.72504365
1.4770892,1.5552331,0.38643062,0.078143954,0.20221989
1.5029532,1.555438,0.3862959,0.05248487,0.13586701
1.0920311,1.555439,0.386296,0.46340787,1.1996186
1.9797727,1.5554385,0.386296,-0.42433417,-1.0984689
1.2243416,1.5552323,0.38643053,0.33089066,0.8562746
1.5068196,1.5554382,0.38629577,0.048618555,0.12585837
1.4539989,1.555438,0.3862959,0.10143912,0.26259434
1.6955376,1.5552311,0.3864303,-0.14030647,-0.3630835
1.1417576,1.5554379,0.38629577,0.41368032,1.0708901
1.3744677,1.5552328,0.38643077,0.18076503,0.46778116
1.2894003,1.5552332,0.38643065,0.2658329,0.6879188
1.5986782,1.5554382,0.38629583,-0.04324007,-0.111935124
1.3089259,1.5554386,0.38629594,0.24651277,0.63814485
1.0386418,1.5554383,0.38629588,0.51679647,1.3378254
1.7431974,1.5554388,0.3862959,-0.18775868,-0.48604885
1.5581623,1.555439,0.386296,-0.0027233362,-0.007049869
1.2644289,1.5554383,0.38629588,0.29100943,0.753333
1.3103617,1.5552332,0.38643065,0.2448715,0.63367516
1.1786861,1.5554392,0.386296,0.3767531,0.9752964
1.0499202,1.5554385,0.38629606,0.5055183,1.3086293
1.5731089,1.5552293,0.38642997,-0.017879605,-0.046268683
1.2847446,1.5554386,0.386296,0.27069402,0.7007425
1.289174,1.555438,0.386296,0.26626408,0.6892747
1.8375868,1.5554386,0.38629594,-0.28214812,-0.7303937
1.8181944,1.5552337,0.38643053,-0.26296067,-0.68048626
1.6025791,1.5554385,0.3862959,-0.0471406,-0.12203235
1.4763299,1.5552315,0.38643032,0.07890153,0.20418048
1.4372416,1.5554382,0.38629588,0.11819661,0.30597427
2.1109104,1.5554388,0.38629606,-0.55547166,-1.4379429
1.544026,1.5554386,0.38629606,0.011412621,0.029543715
1.3226802,1.5554382,0.3862959,0.23275793,0.6025379
1.4682549,1.5554386,0.3862959,0.087183714,0.22569153
1.3237705,1.5552313,0.38643023,0.23146081,0.5989718
1.1325998,1.5554385,0.3862959,0.4228387,1.0945979
1.245847,1.555232,0.3864305,0.30938506,0.80062276
1.4264208,1.5552311,0.38643005,0.12881029,0.33333403
1.4230144,1.5552332,0.38643068,0.13221884,0.3421541
1.5847812,1.5552331,0.38643053,-0.029548049,-0.076464064
1.6328783,1.5554383,0.38629594,-0.07744002,-0.20046812
1.6727269,1.555233,0.38643068,-0.11749387,-0.30404902
1.335088,1.555439,0.38629588,0.22035098,0.5704202
1.5141828,1.555233,0.38643074,0.041050196,0.10622912
1.6801337,1.5552326,0.38643062,-0.12490106,-0.32321727
1.8765616,1.5552307,0.38643008,-0.3213309,-0.83153695
1.0602804,1.5552331,0.38643065,0.49495268,1.2808318
1.4716161,1.5554388,0.386296,0.08382261,0.21699062
1.2900406,1.5554386,0.38629583,0.26539803,0.6870331
1.5936047,1.5552328,0.38643056,-0.03837192,-0.09929836
1.2710217,1.5552329,0.3864304,0.28421116,0.7354782
1.2092628,1.5552335,0.3864308,0.34597063,0.89529777
1.6538525,1.555233,0.38643065,-0.09861946,-0.2552061
1.7674035,1.555233,0.38643062,-0.21217048,-0.54905194
1.7260759,1.5554378,0.3862959,-0.17063808,-0.44172895
1.1748065,1.5552332,0.38643077,0.38042676,0.9844629
1.4986844,1.5554388,0.3862959,0.05675435,0.14691937
2.0579698,1.5552335,0.38643056,-0.50273633,-1.3009746
1.4510552,1.5554388,0.38629603,0.10438359,0.27021655
1.5183451,1.5554383,0.38629594,0.037093163,0.09602266
1.9797541,1.5554383,0.38629577,-0.4243158,-1.0984222
1.5104479,1.555232,0.38643053,0.04478419,0.11589195
1.5402051,1.5554376,0.3862959,0.015232444,0.03943206
1.7797922,1.5554402,0.38629618,-0.224352,-0.58077717
1.3927203,1.5554385,0.38629583,0.16271818,0.42122686
1.6273383,1.5554384,0.38629588,-0.07189989,-0.18612647
1.3240072,1.5554382,0.38629594,0.231431,0.59910285
0.9595471,1.5552278,0.38642988,0.59568065,1.5414975
1.5782993,1.5554389,0.38629594,-0.022860408,-0.059178483
1.1684666,1.555232,0.38643053,0.38676548,1.0008668
1.8513268,1.5552329,0.38643074,-0.29609394,-0.7662277
1.3336248,1.5552306,0.38643008,0.22160578,0.5734693
1.7967808,1.5554391,0.38629594,-0.24134171,-0.6247586
1.1638786,1.55544,0.38629615,0.3915614,1.01363
0.9525073,1.5552335,0.38643062,0.60272616,1.5597267
1.2842621,1.5554382,0.38629577,0.2711761,0.70199084
1.6805537,1.555439,0.386296,-0.12511468,-0.32388294
1.3464556,1.5554385,0.3862959,0.20898294,0.54099184
1.4305594,1.5552335,0.38643062,0.12467408,0.32262993
1.9922584,1.5552342,0.38643065,-0.43702424,-1.1309254
1.2248905,1.5552325,0.38643065,0.33034205,0.8548547
1.3224728,1.5552335,0.38643074,0.23276067,0.60233474
1.070768,1.5552326,0.38643065,0.48446465,1.2536911
1.3288844,1.555233,0.38643065,0.22634864,0.58574194
1.2945478,1.5554392,0.38629603,0.26089144,0.6753666
1.333852,1.5554385,0.3862959,0.22158647,0.5736185
1.2577372,1.5552325,0.38643074,0.29749537,0.7698543
1.1236106,1.5554384,0.38629588,0.43182778,1.117868
1.235722,1.555438,0.38629594,0.3197161,0.8276455
1.2330981,1.5552337,0.38643068,0.32213557,0.833618
1.3364031,1.5554392,0.386296,0.2190361,0.56701624
1.8434491,1.5554464,0.38629687,-0.28800273,-0.74554765
1.2547321,1.55544,0.38629615,0.30070782,0.77843857
1.5350021,1.5554383,0.38629577,0.020436168,0.052902903
1.5970579,1.5554388,0.38629588,-0.04161918,-0.10773913
1.7586181,1.5554385,0.38629612,-0.2031796,-0.5259685
1.3128074,1.555438,0.3862957,0.2426306,0.6280955
1.3697151,1.5552329,0.38643077,0.18551779,0.48008028
1.1682398,1.5552297,0.38643008,0.38698983,1.0014485
1.666797,1.555438,0.38629588,-0.111359,-0.28827384
1.3588784,1.5552297,0.3864302,0.19635129,0.50811577
1.3675406,1.5554382,0.38629583,0.18789756,0.48640847
1.6266758,1.5554402,0.38629615,-0.07123566,-0.18440685
1.4236867,1.5552278,0.38642958,0.13154101,0.340401
1.8265167,1.5554389,0.38629603,-0.27107787,-0.7017361
1.8659405,1.5554388,0.38629615,-0.3105017,-0.8037918
1.7382535,1.555438,0.3862959,-0.18281543,-0.4732523
1.0512916,1.5552325,0.38643056,0.50394094,1.3040918
1.3555036,1.555438,0.38629588,0.19993448,0.51756823
2.0126004,1.5554392,0.386296,-0.4571612,-1.1834478
1.1628011,1.5552315,0.38643038,0.3924303,1.0155265
1.3096151,1.5552332,0.38643065,0.2456181,0.6356072
1.2797604,1.555231,0.3864302,0.2754706,0.7128599
1.6586597,1.5554397,0.38629603,-0.103219986,-0.26720437
1.1489456,1.5554385,0.38629603,0.40649295,1.0522835
1.3961565,1.555439,0.3862959,0.15928245,0.4123327
1.2086977,1.5552332,0.38643074,0.34653556,0.8967598
1.1356714,1.5554388,0.38629603,0.41976738,1.0866469
1.1357989,1.5554396,0.38629594,0.41964066,1.0863191
1.924674,1.5554383,0.3862959,-0.36923575,-0.95583653
1.3927289,1.5554378,0.3862959,0.16270888,0.4212027
1.2883044,1.5554385,0.3862959,0.26713407,0.69152707
1.6871232,1.5554404,0.3862963,-0.13168275,-0.34088537
1.3098681,1.5552328,0.38643056,0.24536467,0.63495153
1.9881142,1.555233,0.38643068,-0.43288124,-1.1202041
1.715318,1.5554383,0.38629594,-0.15987968,-0.41387877
1.5070288,1.5554383,0.38629588,0.048409462,0.12531705
1.2639006,1.5552335,0.38643065,0.29133284,0.7539072
1.3454748,1.5552323,0.3864305,0.20975745,0.5428077
1.5253923,1.5552332,0.38643068,0.029840946,0.07722199
1.2813977,1.5554376,0.38629588,0.27403986,0.70940405
1.2259786,1.5554378,0.38629588,0.3294592,0.8528675
1.2652528,1.5554383,0.38629583,0.29018545,0.7512001
1.2597454,1.555439,0.386296,0.29569364,0.7654587
1.6510116,1.555233,0.38643074,-0.095778584,-0.24785447
1.768188,1.5552317,0.38643032,-0.21295631,-0.5510859
1.8482833,1.5554389,0.386296,-0.2928444,-0.7580829
1.4467325,1.5552325,0.38643062,0.108500004,0.28077486
1.7143874,1.5554384,0.3862959,-0.15894902,-0.41146958
1.0171623,1.5554382,0.3862959,0.53827584,1.3934288
1.3945824,1.5552298,0.38643023,0.16064739,0.4157216
1.1187797,1.5552335,0.38643074,0.43645382,1.129449
1.3097665,1.5554402,0.38629603,0.24567366,0.6359725
0.9701641,1.5552278,0.38642985,0.58506364,1.514023
1.3300499,1.5552318,0.38643038,0.22518194,0.58272314
1.3135313,1.5554388,0.38629594,0.24190748,0.6262232
1.9179081,1.555439,0.386296,-0.36246908,-0.9383195
1.5520597,1.5552311,0.38643023,0.003171444,0.008207029
1.6146185,1.5554383,0.38629588,-0.05918026,-0.1531993
1.367458,1.5552332,0.38643065,0.18777525,0.48592225
1.3138337,1.5554382,0.3862959,0.24160445,0.6254388
1.283416,1.5552335,0.38643077,0.27181745,0.70340526
1.5173607,1.5554385,0.38629603,0.03807783,0.098571636
1.4387609,1.555234,0.38643074,0.11647308,0.3014074
1.6613692,1.5554383,0.38629583,-0.105930924,-0.27422228
1.3203969,1.5552313,0.38643023,0.23483443,0.607702
1.0928736,1.555438,0.38629583,0.46256447,1.1974359
1.5133678,1.5554385,0.386296,0.042070746,0.10890806
1.1307197,1.5552337,0.38643065,0.42451406,1.0985518
1.5435688,1.5552335,0.38643074,0.011664629,0.030185562
1.6663827,1.5552306,0.38643017,-0.11115205,-0.28763813
1.5613068,1.5554385,0.38629588,-0.0058683157,-0.015191246
1.7176869,1.555438,0.38629583,-0.16224885,-0.4200119
1.1641396,1.5554384,0.38629588,0.39129877,1.0129509
1.5596555,1.5554382,0.38629588,-0.0042173862,-0.010917502
1.7988018,1.5552312,0.38643032,-0.24357057,-0.63030916
1.8128781,1.5552335,0.38643068,-0.25764465,-0.6667293
1.6272601,1.5554389,0.38629594,-0.07182121,-0.18592277
1.4537977,1.5554382,0.38629583,0.10164046,0.2631156
1.5349246,1.5552325,0.38643065,0.020307899,0.052552506
1.3357083,1.5554383,0.3862959,0.21973002,0.56881267
1.7254268,1.5552294,0.38642994,-0.17019737,-0.44043526
1.9586618,1.5554383,0.38629583,-0.4032235,-1.0438205
1.3260405,1.5554383,0.38629603,0.22939777,0.59383935
1.2572101,1.5554388,0.38629594,0.29822862,0.7720211
2.1094744,1.5554391,0.38629603,-0.5540353,-1.4342247
1.5144407,1.5554385,0.3862959,0.040997863,0.10613072
1.3296688,1.5554382,0.38629588,0.2257694,0.58444685
1.2280164,1.5552313,0.38643032,0.32721496,0.84676313
1.5105096,1.5552318,0.38643032,0.0447222,0.1157316
1.4223827,1.5552332,0.38643068,0.13285053,0.34378877
1.5703875,1.5552329,0.38643065,-0.0151546,-0.03921687
2.0264661,1.5552225,0.386429,-0.47124362,-1.219483
1.603174,1.5552313,0.3864303,-0.04794264,-0.12406542
1.4564874,1.5554385,0.38629583,0.0989511,0.2561537
1.1059867,1.5554407,0.3862963,0.44945395,1.1634953
1.7089839,1.5554383,0.3862959,-0.15354562,-0.39748186
1.6566,1.5554391,0.3862959,-0.101160884,-0.26187408
1.5888472,1.5554386,0.386296,-0.033408523,-0.08648425
1.7185365,1.5554383,0.38629603,-0.16309822,-0.42221043
1.6448795,1.55544,0.38629615,-0.08943951,-0.23153093
1.8076628,1.5552325,0.38643068,-0.25243032,-0.65323573
1.5735898,1.555438,0.38629606,-0.01815176,-0.046989243
1.9180006,1.5554383,0.38629588,-0.3625623,-0.93856114
1.5387096,1.5552325,0.38643053,0.016522884,0.04275771
1.56019,1.5554383,0.38629588,-0.0047516823,-0.012300629
1.9502808,1.555233,0.38643077,-0.39504778,-1.0222989
1.4523357,1.5552342,0.38643062,0.10289848,0.2662793
1.6261901,1.5554371,0.386296,-0.07075298,-0.18315741
1.3277216,1.5552305,0.38643032,0.2275089,0.58874494
1.1446074,1.555438,0.386296,0.41083062,1.0635124
1.6070777,1.5554383,0.38629583,-0.051639438,-0.13367848
1.205954,1.5554395,0.38629603,0.34948552,0.90470904
1.6707991,1.5552329,0.38643065,-0.11556625,-0.2990608
1.778425,1.5552335,0.38643062,-0.2231915,-0.577572
1.373965,1.555233,0.38643062,0.18126798,0.46908286
1.3630891,1.5552324,0.38643056,0.19214332,0.497226
1.2409397,1.5552332,0.38643074,0.3142935,0.8133243
1.1141697,1.555234,0.38643074,0.44106424,1.1413798
1.3070185,1.5552332,0.38643068,0.24821472,0.64232665
1.7568631,1.5554388,0.386296,-0.20142436,-0.5214249
1.4435618,1.5552335,0.38643077,0.111671686,0.2889824
1.523403,1.5552325,0.38643065,0.031829476,0.08236789
1.2965602,1.5552332,0.38643068,0.25867307,0.6693906
1.0525663,1.55544,0.38629603,0.50287366,1.3017831
1.6923585,1.5552342,0.38643065,-0.1371243,-0.3548484
1.5374125,1.5554379,0.3862959,0.018025398,0.04666215
1.8200915,1.5554394,0.38629606,-0.26465213,-0.6851018
1.256499,1.555439,0.3862959,0.29893994,0.77386254
1.6716905,1.5552306,0.38642994,-0.11645985,-0.30137378
1.2305762,1.555233,0.38643032,0.32465684,0.84014326
1.4587497,1.555233,0.38643056,0.09648335,0.24967836
1.6593592,1.5552335,0.38643077,-0.10412574,-0.2694551
1.3793474,1.555438,0.38629583,0.1760906,0.4558439
1.4090735,1.5552299,0.38643008,0.14615643,0.3782222
1.6444192,1.5554383,0.386296,-0.08898091,-0.23034386
1.434367,1.5554385,0.386296,0.12107158,0.3134166
1.765549,1.5554383,0.38629588,-0.21011066,-0.5439112
1.4736502,1.5552323,0.38643053,0.08158207,0.21111704
0.98652893,1.5552335,0.38643068,0.56870455,1.4716858
1.4474027,1.55544,0.38629612,0.10803723,0.27967465
1.7549479,1.555234,0.38643074,-0.19971395,-0.5168169
1.5510926,1.555439,0.386296,0.0043463707,0.011251399
1.9787327,1.5552332,0.38643074,-0.42349946,-1.0959259
1.0786681,1.555439,0.386296,0.47677088,1.2342112
1.6409565,1.5552342,0.38643065,-0.08572233,-0.22183108
1.2716236,1.5554395,0.38629603,0.28381586,0.73471075
1.1948856,1.555234,0.38643062,0.36034834,0.93250465
2.1446354,1.5552335,0.38643074,-0.58940196,-1.525246
1.7705214,1.5554377,0.3862957,-0.21508372,-0.55678517
1.024087,1.5554392,0.38629603,0.5313523,1.3755054
1.4764768,1.5552335,0.38643065,0.07875669,0.20380549
1.3202474,1.5552311,0.3864302,0.23498368,0.6080883
1.4194993,1.5554389,0.38629588,0.1359396,0.35190538
1.7021042,1.5554382,0.3862959,-0.14666605,-0.3796728
1.1348997,1.5552337,0.38643056,0.42033398,1.0877348
1.0478873,1.555438,0.38629577,0.5075507,1.3138915
1.351819,1.5554384,0.38629594,0.20361936,0.5271072
1.3387586,1.5552251,0.3864297,0.21646655,0.5601706
1.1113861,1.5554396,0.38629603,0.44405353,1.1495161
1.163491,1.555234,0.38643065,0.39174294,1.0137471
1.5411773,1.5554388,0.3862959,0.014261484,0.036918547
1.4979438,1.555438,0.38629583,0.057494283,0.14883485
1.7339944,1.55544,0.386296,-0.17855442,-0.46222174
1.821038,1.5554377,0.38629583,-0.26560032,-0.6875568
1.790814,1.555438,0.38629588,-0.235376,-0.60931534
1.3903553,1.5552337,0.38643062,0.16487837,0.42667004
1.4051571,1.5554383,0.38629583,0.15028119,0.38903135
1.3504988,1.5554388,0.3862959,0.20493996,0.5305258
1.508963,1.5552332,0.38643053,0.04627025,0.119737566
1.4182189,1.5552325,0.38643062,0.13701367,0.35456216
1.5879648,1.55544,0.38629618,-0.032524824,-0.0841966
